This file was created by CMPT_IND_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
194807     53.88     80.00    147.65     51.99     40.98
194808     51.51     75.36    141.56     49.66     38.89
194809     51.61     74.61    143.50     48.46     39.29
194810     49.77     72.02    139.51     46.79     37.70
194811     52.14     76.98    144.87     49.09     39.43
194812     47.32     67.92    136.42     45.80     34.93
194901     47.80     70.20    139.42     47.62     35.49
194902     48.90     69.71    137.57     49.67     35.52
194903     47.16     66.97    134.36     48.94     34.18
194904     48.62     69.59    137.46     51.44     35.48
194905     47.33     68.41    133.75     51.44     34.90
194906     46.44     65.39    128.63     50.20     33.71
194907     46.65     63.82    127.15     51.13     32.72
194908     49.44     67.46    132.83     54.08     34.04
194909     50.35     69.19    133.70     53.90     34.31
194910     51.45     71.48    135.35     54.70     35.26
194911     52.83     73.99    139.06     56.42     36.04
194912     53.23     73.87    142.55     58.60     36.14
195001     56.32     76.60    147.92     63.48     38.44
195002     56.88     77.59    152.64     64.03     39.59
195003     57.43     78.01    155.54     64.95     39.79
195004     57.36     79.18    159.25     62.86     39.24
195005     59.07     83.13    167.99     66.21     39.77
195006     60.81     87.48    169.52     68.50     40.01
195007     57.47     82.39    167.24     65.87     36.06
195008     56.77     84.58    163.73     61.15     38.67
195009     59.14     88.13    169.64     63.08     39.31
195010     63.04     91.54    171.53     66.75     41.65
195011     63.08     91.59    170.40     65.38     40.89
195012     61.56     94.32    171.36     67.77     41.99
195101     62.65    100.29    173.99     71.57     46.40
195102     66.17    106.10    182.33     73.63     49.31
195103     66.95    106.89    186.52     74.44     48.87
195104     65.87    103.76    182.61     75.47     47.07
195105     66.83    110.99    186.16     83.18     48.76
195106     64.35    107.73    182.80     84.21     46.83
195107     61.44    106.09    190.13     82.77     43.75
195108     63.32    115.41    198.49     94.48     46.90
195109     65.45    120.09    206.62     92.90     48.23
195110     66.28    119.83    208.16     90.98     49.76
195111     64.34    117.90    200.63     85.41     47.87
195112     64.22    116.86    202.61     84.50     48.42
195201     64.93    121.58    206.69     88.50     49.08
195202     64.57    124.47    204.80     88.99     50.64
195203     62.86    119.79    200.15     84.92     49.86
195204     65.50    125.33    204.27     84.97     52.40
195205     63.57    117.23    199.69     80.18     50.55
195206     64.81    120.76    203.41     81.87     51.65
195207     66.02    127.83    213.71     82.27     53.87
195208     67.05    128.95    215.59     78.50     54.40
195209     67.10    126.13    215.97     77.72     54.05
195210     65.88    122.70    214.28     73.02     53.06
195211     65.61    122.04    213.89     71.90     52.05
195212     68.65    127.88    227.19     76.69     55.37
195301     70.83    131.47    229.17     74.90     57.10
195302     71.48    130.65    231.46     70.90     57.59
195303     71.20    129.21    234.70     72.07     57.09
195304     69.25    127.64    230.84     71.60     55.98
195305     68.41    123.08    228.51     68.84     54.99
195306     68.10    122.98    229.78     68.48     55.42
195307     66.91    120.42    231.64     64.15     53.51
195308     68.17    124.03    235.20     66.43     54.16
195309     65.00    117.40    228.69     66.16     50.18
195310     64.70    117.33    231.62     66.19     49.46
195311     66.73    123.89    241.06     67.82     51.18
195312     66.77    126.59    248.64     72.71     52.11
195401     66.29    126.84    246.99     71.32     50.50
195402     69.09    133.77    257.78     75.29     53.73
195403     68.83    134.97    267.70     74.80     54.21
195404     69.94    140.71    278.99     74.77     54.91
195405     71.63    148.00    294.68     75.52     56.40
195406     73.36    152.34    295.55     76.42     58.51
195407     74.98    152.64    313.74     76.60     58.30
195408     80.25    159.69    319.94     82.83     62.18
195409     77.71    155.18    309.77     80.32     60.44
195410     84.05    165.67    322.83     82.31     63.17
195411     82.55    162.61    318.38     80.83     63.32
195412     86.46    178.07    345.94     90.31     69.82
195501     90.45    188.27    351.03     95.54     75.94
195502     91.56    189.03    360.52     92.64     76.50
195503     91.23    195.28    376.77     94.88     78.98
195504     90.42    194.84    370.11    104.82     79.81
195505     94.09    200.17    391.15    104.68     82.95
195506     93.59    201.74    393.27    107.56     83.86
195507    102.91    223.80    418.95    107.80     91.37
195508    112.48    225.76    416.58    107.80     90.23
195509    109.66    228.37    411.42    107.50     90.12
195510    114.60    226.12    400.84    103.79     87.58
195511    110.88    220.84    386.88    104.48     85.01
195512    117.76    235.98    411.22    110.15     90.92
195601    115.89    242.15    420.81    116.68     89.83
195602    110.79    235.72    411.62    108.89     87.21
195603    113.92    244.58    424.92    117.33     89.42
195604    116.55    264.83    448.72    125.55     94.20
195605    114.04    268.57    445.73    128.81     94.54
195606    108.45    252.51    429.09    126.68     89.65
195607    124.50    260.40    439.19    133.54     88.29
195608    129.58    275.84    457.28    137.48     90.58
195609    127.69    264.52    444.55    132.68     87.40
195610    124.47    249.91    418.88    127.49     83.21
195611    124.35    251.50    423.63    128.04     83.93
195612    120.23    252.71    427.25    125.30     83.38
195701    120.68    264.50    438.88    132.22     84.49
195702    117.76    253.34    430.66    129.09     83.80
195703    114.99    246.21    429.43    128.07     81.19
195704    116.43    251.47    439.64    138.24     82.66
195705    121.87    263.17    460.58    145.54     85.14
195706    122.78    275.11    476.91    151.75     85.75
195707    120.82    268.04    448.71    177.96     83.40
195708    124.21    269.66    457.56    183.05     84.17
195709    120.04    253.74    437.68    177.97     79.36
195710    115.64    236.71    420.03    171.12     73.82
195711    111.31    225.62    417.93    170.05     68.58
195712    108.47    231.88    435.06    181.84     68.29
195801    103.57    222.35    425.57    180.15     64.79
195802    110.62    231.61    443.10    179.96     71.74
195803    110.63    225.82    439.55    187.92     70.48
195804    114.19    233.37    444.55    201.70     71.90
195805    118.74    240.80    449.57    216.56     75.03
195806    122.62    244.87    457.03    218.05     77.45
195807    128.61    253.12    452.30    201.93     78.84
195808    135.07    264.82    463.48    213.71     82.18
195809    136.86    268.45    473.17    217.23     84.47
195810    146.02    278.89    496.57    242.32     89.00
195811    148.66    285.98    512.10    244.64     92.04
195812    153.31    292.51    528.57    262.86     95.92
195901    158.41    304.09    594.76    274.02     98.39
195902    162.24    306.14    597.15    272.23    100.21
195903    163.28    305.08    631.94    281.83    102.41
195904    161.94    307.38    635.38    293.51    102.44
195905    170.85    314.78    678.30    328.14    104.43
195906    176.36    318.91    693.24    323.78    105.29
195907    179.88    319.83    650.76    349.56    103.34
195908    189.13    332.40    654.33    365.91    103.95
195909    190.92    325.32    645.77    352.18    101.18
195910    184.52    307.35    631.49    334.19     96.73
195911    185.88    311.20    653.09    341.83     96.73
195912    186.37    313.14    692.23    359.61     95.26
196001    192.85    320.93    723.45    352.65     96.78
196002    178.03    297.79    683.70    330.14     92.92
196003    179.18    295.94    728.15    330.13     92.51
196004    174.66    290.25    731.57    334.68     90.46
196005    173.74    282.87    740.26    340.17     89.34
196006    177.50    285.80    790.48    386.08     89.12
196007    180.75    291.82    737.84    374.23     94.16
196008    178.66    284.34    719.72    359.49     92.62
196009    184.11    291.19    744.99    367.43     94.84
196010    175.64    276.01    685.72    334.90     89.59
196011    176.35    275.58    673.56    322.93     89.11
196012    184.16    285.32    711.17    334.56     94.53
196101    189.13    299.23    758.91    369.20     98.02
196102    201.92    319.82    798.23    391.36    106.10
196103    211.82    330.35    811.76    410.75    111.58
196104    222.24    335.57    848.40    425.83    115.14
196105    220.23    338.16    853.73    424.25    115.62
196106    226.55    346.43    861.29    432.93    120.58
196107    220.61    330.03    791.55    405.21    114.75
196108    230.22    338.53    822.83    418.83    117.35
196109    237.96    344.09    839.95    433.93    123.13
196110    242.70    331.79    828.94    427.72    120.63
196111    251.40    340.00    853.74    442.38    123.66
196112    266.91    350.48    905.83    455.39    128.53
196201    265.10    350.75    915.17    445.66    125.73
196202    252.42    342.50    864.89    424.55    123.85
196203    251.12    350.24    878.17    439.63    125.42
196204    249.28    351.28    865.52    441.48    123.39
196205    236.46    331.80    795.70    392.57    114.47
196206    215.39    304.60    727.19    348.76    104.91
196207    195.31    274.79    609.03    312.27     98.03
196208    207.25    290.10    665.07    336.20    103.48
196209    212.09    295.84    678.43    308.57    106.93
196210    201.76    283.83    626.61    295.50    100.52
196211    200.94    284.64    634.96    302.37    100.97
196212    218.42    314.91    699.91    354.04    115.39
196301    221.80    319.67    701.77    356.46    117.15
196302    233.87    334.84    735.99    376.25    123.13
196303    227.68    326.68    710.16    365.46    122.12
196304    237.41    339.10    725.47    369.28    126.09
196305    249.34    354.96    769.78    396.90    134.06
196306    259.12    357.47    787.66    394.83    138.36
196307    154.55    235.08    398.16    317.96     78.67
196308    153.85    235.47    396.51    319.46     78.09
196309    163.06    247.12    412.85    348.90     82.09
196310    162.42    242.37    420.11    334.34     79.83
196311    171.68    244.38    442.31    345.32     80.92
196312    165.74    243.49    450.94    338.18     81.00
196401    167.39    251.51    455.31    342.80     82.98
196402    169.38    259.17    469.75    355.28     83.92
196403    172.52    263.42    470.48    360.00     88.36
196404    175.78    268.96    476.62    352.54     90.48
196405    178.96    271.45    474.86    347.21     90.84
196406    181.60    275.65    476.75    347.94     92.67
196407    173.93    269.21    453.25    359.11     92.28
196408    179.37    276.44    444.55    375.93     93.20
196409    180.31    273.39    433.55    358.79     90.20
196410    186.75    283.46    432.31    368.13     93.45
196411    187.93    287.38    428.25    378.44     95.22
196412    187.55    289.19    425.23    384.99     93.13
196501    189.15    289.23    434.81    401.04     91.46
196502    198.21    299.71    448.53    431.46     95.74
196503    198.51    299.75    460.66    440.56     98.66
196504    199.32    295.37    454.68    435.99     98.12
196505    211.79    302.67    470.61    448.57    101.00
196506    206.75    301.14    476.77    441.63     99.22
196507    185.88    276.58    432.66    416.07     92.97
196508    188.31    281.58    440.58    432.12     96.26
196509    194.82    288.25    455.39    457.86    101.05
196510    202.54    298.72    468.15    467.73    102.92
196511    210.38    307.68    473.16    482.40    105.91
196512    206.67    308.72    468.64    498.39    109.60
196601    209.75    313.63    465.00    528.98    113.85
196602    209.80    318.88    464.87    542.81    120.34
196603    206.55    310.80    475.18    532.84    122.49
196604    201.40    306.14    460.92    523.73    118.73
196605    204.52    314.66    484.32    523.19    122.49
196606    191.98    299.73    459.57    494.03    112.70
196607    179.44    287.14    437.84    496.67    113.59
196608    175.66    285.08    433.66    487.79    112.11
196609    162.23    261.31    408.28    446.51     98.70
196610    159.91    262.17    402.53    441.12     96.84
196611    162.62    277.80    420.90    462.24    100.16
196612    160.85    278.28    437.71    491.44    108.39
196701    157.55    280.67    444.15    490.50    110.99
196702    175.16    301.12    481.06    521.38    124.34
196703    176.33    301.13    504.34    526.81    123.60
196704    183.35    313.98    529.94    567.68    129.16
196705    199.78    323.54    556.54    592.66    131.67
196706    188.93    311.67    526.50    559.30    129.31
196707    188.03    307.87    527.05    585.80    135.32
196708    203.55    324.50    524.65    607.64    146.49
196709    202.47    322.77    518.66    609.58    145.23
196710    210.82    331.62    554.69    626.82    145.17
196711    205.32    319.95    567.26    595.03    137.72
196712    204.67    323.18    573.01    615.73    136.30
196801    209.67    340.19    586.46    633.81    143.91
196802    205.36    327.77    560.82    591.74    140.00
196803    200.94    315.79    537.15    564.69    134.81
196804    203.54    314.71    548.25    564.65    135.34
196805    228.30    340.14    596.02    631.40    151.57
196806    234.61    349.68    610.04    650.42    161.29
196807    229.24    349.58    553.05    624.95    168.68
196808    220.55    347.16    531.96    599.06    162.52
196809    224.21    353.27    535.91    600.71    162.14
196810    239.58    366.95    553.50    605.68    176.78
196811    245.93    372.31    543.59    605.03    178.85
196812    251.32    396.69    582.07    651.93    192.65
196901    244.94    385.13    547.54    644.27    186.28
196902    241.58    386.00    535.70    642.37    187.68
196903    229.89    362.44    516.68    607.37    172.63
196904    239.13    374.10    537.17    626.99    174.12
196905    243.67    377.14    566.71    657.60    175.07
196906    244.34    377.30    560.17    666.52    173.27
196907    216.35    340.44    507.83    598.53    179.62
196908    200.08    318.43    485.53    581.72    163.30
196909    209.89    329.74    507.90    633.26    177.21
196910    208.97    313.71    503.48    646.52    175.53
196911    221.72    328.52    530.70    704.04    189.66
196912    213.62    313.78    527.93    704.46    178.62
197001    207.82    308.53    515.10    733.90    171.51
197002    194.87    283.78    479.04    681.33    156.22
197003    204.25    297.90    498.51    717.10    170.61
197004    205.97    298.33    497.74    679.99    167.86
197005    185.79    272.67    436.07    610.96    144.66
197006    171.79    258.67    401.98    561.58    132.72
197007    156.56    243.07    358.30    527.78    121.85
197008    170.67    262.16    378.77    538.78    131.89
197009    178.55    273.98    403.45    546.64    138.40
197010    187.41    282.44    426.59    589.82    148.53
197011    185.68    279.41    412.33    594.20    139.84
197012    196.50    294.00    431.98    609.94    144.94
197101    209.83    311.63    454.34    643.78    156.81
197102    221.61    323.31    486.23    675.24    169.19
197103    228.21    327.10    484.36    681.89    173.53
197104    239.33    338.84    514.64    706.35    183.37
197105    252.24    349.99    530.70    735.84    192.21
197106    243.66    337.71    501.67    718.20    179.90
197107    236.53    338.54    481.19    729.59    170.75
197108    227.73    325.90    447.73    713.60    164.28
197109    242.14    332.63    464.86    733.75    175.27
197110    242.18    329.24    460.03    738.18    174.15
197111    231.75    315.36    443.83    719.51    166.63
197112    230.86    311.96    448.66    722.57    165.44
197201    251.36    342.37    495.15    778.20    178.63
197202    256.37    347.96    524.69    797.99    184.81
197203    265.12    357.06    531.44    852.88    189.22
197204    270.86    356.43    536.67    856.42    194.30
197205    271.22    358.46    537.66    865.66    197.93
197206    271.04    364.63    553.07    895.43    197.44
197207    253.23    354.83    532.72    794.18    188.02
197208    248.93    354.46    537.42    818.40    183.09
197209    251.11    372.61    553.46    825.26    189.19
197210    248.10    369.90    555.28    821.35    185.84
197211    246.61    379.09    551.28    833.34    188.26
197212    262.90    397.65    569.94    826.98    197.46
197301    267.91    399.78    582.33    857.46    195.87
197302    254.47    394.92    587.60    847.03    181.39
197303    239.59    379.23    563.78    839.13    170.61
197304    232.38    380.14    561.75    845.32    170.02
197305    218.38    370.16    542.06    798.40    157.20
197306    211.43    362.06    530.28    805.34    149.02
197307    124.34    248.96    258.42    429.72     74.37
197308    135.96    257.99    268.21    459.08     81.87
197309    130.77    251.34    258.10    435.57     80.24
197310    140.53    267.79    261.80    439.00     86.30
197311    136.90    272.90    267.61    446.85     86.54
197312    114.99    241.13    240.07    420.45     75.61
197401    112.87    250.88    237.51    407.28     77.70
197402    118.63    246.30    242.72    396.83     78.67
197403    118.18    243.88    247.27    390.84     79.70
197404    116.45    239.27    239.97    398.35     76.79
197405    113.39    228.12    231.28    398.41     72.15
197406    113.17    217.77    223.34    396.62     66.30
197407    112.56    216.03    220.20    382.62     64.35
197408    100.02    207.16    204.92    331.13     60.28
197409     90.19    186.08    198.24    302.76     53.88
197410     79.43    168.31    175.99    255.61     48.72
197411     87.74    197.31    200.08    330.85     58.72
197412     83.24    187.91    191.05    325.54     57.21
197501     81.58    183.85    186.68    321.56     54.72
197502     99.20    206.17    212.79    321.85     64.46
197503    103.46    215.57    232.83    372.03     66.22
197504    111.77    219.69    232.95    376.44     68.93
197505    115.18    234.77    240.38    378.95     71.16
197506    120.18    248.64    253.02    411.87     75.23
197507    129.41    258.71    258.63    380.12     79.28
197508    123.08    245.52    240.42    334.18     74.42
197509    119.86    241.91    231.08    323.54     70.45
197510    116.35    233.20    228.28    306.65     65.99
197511    128.18    240.84    246.60    339.07     68.53
197512    133.35    243.67    257.30    360.38     70.95
197601    131.26    243.05    255.27    337.19     70.64
197602    146.80    274.62    293.48    363.31     79.68
197603    150.58    271.98    297.89    338.14     82.08
197604    154.70    279.21    306.63    362.58     83.66
197605    152.42    280.24    302.51    346.82     82.49
197606    146.60    281.38    298.51    335.60     80.87
197607    145.72    284.76    309.72    335.78     83.07
197608    145.82    283.45    306.63    334.35     83.12
197609    145.79    280.34    309.88    339.84     82.14
197610    148.82    289.56    316.82    352.07     82.78
197611    146.93    281.72    310.74    340.93     82.31
197612    148.40    282.78    317.01    314.19     82.63
197701    157.42    300.32    331.07    335.97     89.50
197702    149.80    291.23    324.72    308.23     85.80
197703    146.34    284.57    321.70    308.42     84.12
197704    142.63    282.72    320.52    304.74     83.82
197705    143.18    288.43    315.27    292.90     85.58
197706    140.90    284.15    311.36    287.51     84.42
197707    146.30    294.17    308.80    286.41     85.94
197708    146.65    288.33    309.49    281.92     85.82
197709    147.82    277.86    306.05    290.70     84.83
197710    148.92    279.07    307.75    289.74     84.13
197711    143.43    268.24    296.86    286.49     80.28
197712    148.36    278.48    307.93    306.21     85.14
197801    148.02    281.95    318.04    311.09     85.80
197802    139.16    264.95    304.39    305.00     81.42
197803    138.75    259.35    300.39    293.91     81.08
197804    144.94    267.02    303.87    307.75     85.20
197805    158.52    288.81    332.49    338.27     93.27
197806    161.31    297.20    333.40    361.45     95.57
197807    157.21    289.26    322.11    355.70     91.83
197808    164.38    305.66    342.10    386.70     97.91
197809    171.16    314.92    357.72    392.74    104.20
197810    169.96    316.26    350.07    381.78    102.95
197811    149.42    283.14    321.38    332.29     88.07
197812    151.18    293.13    334.69    349.49     90.26
197901    151.94    298.13    348.04    360.98     91.20
197902    158.93    313.77    362.86    368.18     96.47
197903    151.93    304.17    352.44    352.19     93.18
197904    160.24    325.46    371.94    371.25    100.65
197905    161.82    327.75    371.22    375.11    102.10
197906    158.91    321.00    364.55    368.60    101.77
197907    162.03    331.99    337.97    354.47    105.96
197908    165.48    339.38    335.19    357.30    109.45
197909    176.67    359.72    347.07    391.18    115.44
197910    174.46    365.16    340.37    388.95    114.42
197911    159.96    343.17    320.08    371.43    102.83
197912    163.32    365.34    338.44    404.93    109.91
198001    169.12    375.48    341.36    412.78    114.23
198002    176.84    408.94    356.33    410.11    119.73
198003    166.74    422.00    343.02    388.47    115.92
198004    152.24    364.36    311.60    384.03    101.33
198005    157.11    386.74    322.90    405.53    107.43
198006    167.97    404.28    338.60    431.22    116.02
198007    168.88    402.77    316.39    379.47    114.99
198008    184.73    422.82    351.27    414.81    123.30
198009    186.91    430.54    365.91    419.27    126.51
198010    188.43    447.94    368.69    433.97    130.77
198011    186.60    465.98    371.58    430.65    131.54
198012    191.99    539.21    384.25    466.51    141.47
198101    192.58    503.58    384.09    490.48    140.32
198102    193.97    473.53    368.34    486.09    136.49
198103    200.46    478.86    370.36    488.47    138.44
198104    218.00    486.26    384.80    523.92    148.47
198105    222.12    467.00    392.25    543.09    149.47
198106    228.93    456.91    410.15    559.30    152.37
198107    215.31    421.78    323.27    442.80    142.64
198108    210.62    433.77    314.65    425.04    137.57
198109    198.14    405.55    296.11    391.97    128.06
198110    192.84    362.62    292.04    389.03    120.85
198111    201.46    385.25    309.33    419.32    129.61
198112    206.51    404.58    312.93    437.62    136.05
198201    203.24    388.64    312.44    433.74    130.52
198202    203.23    369.73    319.46    439.51    126.43
198203    199.35    336.11    300.59    424.57    121.19
198204    206.41    329.77    297.28    415.58    117.30
198205    219.94    341.69    304.75    445.74    122.06
198206    213.65    334.80    289.73    433.90    113.20
198207    211.64    305.82    254.41    375.34    109.61
198208    211.38    291.57    258.72    379.97    106.51
198209    235.12    325.13    288.36    428.83    119.06
198210    242.68    327.74    293.18    436.85    124.44
198211    278.49    355.48    335.29    475.48    144.54
198212    299.27    355.43    364.94    503.06    155.09
198301    301.59    368.51    371.33    508.05    152.88
198302    306.85    383.86    407.19    520.24    157.43
198303    323.07    388.37    415.19    541.68    164.60
198304    340.45    401.46    418.42    573.28    172.56
198305    370.15    429.68    452.25    602.26    187.68
198306    367.79    437.17    461.43    586.39    192.96
198307    363.57    436.32    423.63    538.39    193.71
198308    353.28    431.92    402.42    512.91    187.26
198309    346.08    443.48    402.06    504.89    186.08
198310    358.40    445.47    410.56    511.04    189.34
198311    357.26    440.23    384.95    499.53    182.26
198312    370.68    449.24    395.06    484.14    187.85
198401    367.13    448.97    393.59    469.79    186.28
198402    356.01    450.61    380.89    470.96    183.71
198403    335.91    439.12    360.05    459.32    174.96
198404    340.51    446.56    358.26    455.44    179.52
198405    345.01    452.75    359.60    471.77    176.46
198406    331.18    420.68    342.94    438.43    165.34
198407    304.30    399.96    302.38    318.75    170.90
198408    305.20    387.10    301.75    306.97    166.70
198409    336.11    433.93    337.60    338.92    186.08
198410    338.38    433.28    333.20    327.31    190.95
198411    341.40    431.48    327.33    333.34    193.16
198412    334.51    429.59    320.72    334.57    192.90
198501    342.37    437.11    332.48    347.47    201.04
198502    375.00    466.64    366.70    376.25    221.34
198503    382.59    476.09    369.83    392.06    226.18
198504    385.71    478.63    363.48    405.10    226.30
198505    383.20    482.74    356.15    397.65    231.22
198506    415.43    489.77    378.30    439.11    246.60
198507    382.03    467.19    282.80    381.39    248.82
198508    376.97    471.40    289.97    380.44    250.07
198509    365.10    471.10    284.09    378.10    250.03
198510    357.68    457.18    272.96    354.93    237.53
198511    370.27    481.52    284.00    352.01    254.18
198512    405.87    499.69    308.19    389.90    273.53
198601    429.50    514.58    329.83    408.38    288.02
198602    440.01    513.32    326.72    415.83    298.82
198603    484.16    550.05    347.90    443.84    324.23
198604    528.92    573.81    352.24    503.04    340.11
198605    526.81    568.67    365.43    513.33    333.87
198606    569.18    599.86    369.92    553.64    350.84
198607    488.30    551.89    341.42    482.62    352.07
198608    450.61    535.57    319.29    459.08    330.79
198609    468.91    584.85    339.13    478.90    354.85
198610    426.26    549.97    314.84    423.34    324.21
198611    460.46    580.79    324.03    464.24    339.53
198612    471.48    600.82    339.60    469.95    340.06
198701    455.70    590.13    328.19    471.50    332.49
198702    522.52    667.24    370.85    530.00    369.44
198703    558.04    675.72    396.58    595.20    387.59
198704    574.22    705.58    405.62    595.48    385.34
198705    567.57    694.63    417.36    580.56    370.28
198706    573.79    686.01    422.54    587.71    370.85
198707    553.80    671.50    406.29    496.33    312.24
198708    589.61    703.01    418.97    525.71    322.37
198709    613.12    724.04    449.52    537.33    335.92
198710    590.81    719.32    446.29    520.61    332.23
198711    447.36    570.23    351.87    419.73    254.46
198712    411.46    535.34    320.30    382.81    237.58
198801    446.05    573.36    349.71    407.56    250.39
198802    467.26    603.65    360.16    435.37    268.34
198803    504.29    627.79    379.68    447.31    277.72
198804    499.41    624.04    364.92    436.73    274.57
198805    515.90    638.36    374.88    430.02    274.36
198806    511.66    643.09    376.41    428.61    277.48
198807    444.41    678.64    433.29    413.50    247.12
198808    443.75    678.13    423.56    422.18    247.49
198809    435.53    658.41    400.24    420.72    246.59
198810    465.84    669.82    420.93    438.75    257.10
198811    489.28    685.93    428.54    448.47    257.28
198812    472.07    678.19    426.07    440.43    250.38
198901    479.95    694.07    442.97    450.07    252.33
198902    512.66    737.32    482.99    482.45    270.89
198903    505.66    722.07    475.53    468.60    270.76
198904    524.23    734.49    475.46    494.53    280.91
198905    529.70    770.41    513.47    524.08    294.70
198906    557.37    799.64    539.22    548.60    308.43
198907    514.53    758.20    491.27    472.12    298.00
198908    568.49    808.69    522.19    539.57    324.70
198909    579.16    833.16    533.26    542.80    339.05
198910    570.96    828.39    539.20    526.83    344.75
198911    554.09    812.02    527.05    530.74    328.29
198912    561.26    837.42    529.80    555.33    330.24
199001    560.88    872.75    546.61    565.87    325.37
199002    522.95    825.85    501.50    526.35    297.41
199003    531.01    842.73    511.86    515.37    306.32
199004    559.73    857.99    537.70    536.83    306.72
199005    553.78    830.83    525.27    540.14    298.46
199006    613.28    885.14    590.29    614.62    327.95
199007    579.85    845.97    550.57    606.03    303.81
199008    569.40    868.01    518.51    620.74    295.16
199009    513.15    796.79    460.48    578.80    260.73
199010    483.38    764.47    451.15    558.50    235.35
199011    484.17    761.63    453.84    571.92    220.79
199012    519.91    797.48    486.96    626.18    244.86
199101    539.87    813.65    501.46    646.39    257.53
199102    579.74    834.26    537.75    683.07    277.59
199103    636.06    887.04    561.00    754.31    305.55
199104    679.10    907.84    572.63    800.11    316.81
199105    684.98    918.06    568.55    793.56    323.27
199106    732.82    945.41    576.31    832.64    340.40
199107    684.39    857.70    537.19    723.59    308.77
199108    722.40    891.71    558.29    790.88    324.86
199109    752.67    907.24    563.66    813.25    336.13
199110    731.54    901.69    565.00    814.13    335.22
199111    728.19    916.66    579.99    867.60    344.55
199112    718.87    875.43    556.76    848.10    328.57
199201    817.27    943.53    611.69    989.15    368.47
199202    818.49    936.70    626.96    944.04    377.57
199203    845.52    941.55    639.17    919.25    391.99
199204    840.42    931.54    619.72    872.99    383.44
199205    846.71    976.76    641.28    861.48    388.17
199206    859.28    991.88    634.29    876.87    396.47
199207    761.62    938.32    599.77    695.50    391.45
199208    799.29    986.37    630.73    737.74    406.35
199209    795.10    971.38    613.53    715.02    394.33
199210    816.79    984.20    631.85    688.86    410.66
199211    832.03    980.47    638.69    711.46    424.12
199212    878.63    992.79    674.69    745.53    452.50
199301    885.34   1012.27    697.21    735.33    472.47
199302    894.29   1024.55    718.66    688.36    490.36
199303    882.41   1059.85    739.05    627.38    495.21
199304    899.15   1085.16    760.35    635.62    515.73
199305    832.83   1089.62    736.35    648.46    500.68
199306    867.67   1110.07    785.30    671.26    510.97
199307    779.52   1067.86    745.84    578.97    523.06
199308    777.38   1078.06    740.02    547.94    535.67
199309    805.67   1114.76    786.27    565.93    552.85
199310    798.53   1104.63    790.55    572.45    563.62
199311    840.83   1117.30    807.17    608.15    551.43
199312    846.15   1092.83    787.16    615.18    539.69
199401    853.24   1118.33    797.48    630.73    555.58
199402    865.10   1158.92    828.30    634.42    582.91
199403    861.14   1131.97    814.93    599.41    561.04
199404    820.07   1086.24    787.54    560.95    538.98
199405    826.04   1105.84    789.38    579.16    548.33
199406    813.09   1106.25    806.34    610.41    567.46
199407    704.23    979.59    713.48    546.35    501.27
199408    716.96   1026.59    742.55    552.51    516.90
199409    752.93   1053.05    776.81    611.64    533.10
199410    739.15   1032.19    772.28    628.03    511.90
199411    750.64   1050.76    806.05    635.99    514.24
199412    728.19   1007.47    784.55    641.88    489.41
199501    729.96   1028.57    802.79    648.39    498.70
199502    731.77   1043.35    816.32    690.20    524.28
199503    757.42   1086.37    859.33    707.48    551.20
199504    783.58   1118.90    883.83    724.85    565.16
199505    790.30   1153.97    931.77    754.92    576.97
199506    826.32   1201.11    961.96    765.97    605.97
199507    814.56   1151.40    961.02    744.48    568.94
199508    839.50   1180.07   1032.57    791.41    597.48
199509    835.28   1176.79   1052.05    802.40    618.41
199510    872.14   1212.47   1081.85    867.75    647.66
199511    851.75   1200.66   1088.94    873.69    635.95
199512    898.87   1252.83   1103.49    919.56    672.91
199601    910.49   1295.90   1095.05    975.97    680.76
199602    930.56   1333.43   1106.83   1034.46    706.82
199603    961.13   1336.35   1140.79   1027.47    726.03
199604    983.66   1380.61   1105.22   1034.16    730.09
199605   1010.13   1406.40   1190.07   1033.04    732.34
199606   1068.06   1429.48   1221.55   1076.55    746.91
199607   1008.93   1374.40   1050.40    962.06    724.49
199608    958.18   1319.61    971.41    908.32    695.19
199609    987.88   1355.65    998.13    949.78    721.95
199610   1026.89   1425.86   1072.88   1019.92    761.85
199611   1027.69   1471.68   1065.69   1014.30    794.95
199612   1073.26   1542.85   1177.26   1091.18    858.50
199701   1060.78   1548.97   1160.01   1066.00    842.87
199702   1099.71   1607.28   1250.40   1171.77    896.32
199703   1139.74   1598.12   1201.14   1188.61    926.40
199704   1100.90   1572.73   1121.20   1104.16    875.92
199705   1142.69   1624.17   1196.35   1175.43    924.00
199706   1221.00   1736.46   1308.54   1260.51    973.20
199707   1176.54   1743.39   1232.93   1263.61    953.10
199708   1253.02   1859.32   1371.77   1295.41   1043.06
199709   1217.50   1794.07   1350.93   1228.24    996.18
199710   1291.52   1882.90   1422.26   1317.09   1078.85
199711   1262.26   1813.14   1356.84   1309.42   1052.03
199712   1335.95   1874.66   1427.14   1354.43   1089.55
199801   1377.76   1897.19   1415.90   1410.40   1147.64
199802   1377.86   1870.97   1501.11   1496.56   1127.60
199803   1508.86   1994.37   1632.81   1596.07   1234.08
